,UTC Datetime,Local Datetime,countlineId,countlineName,Sensor Number,direction,Pedestrian
234,06/25/2021,06/25/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,256
235,06/25/2021,06/25/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,66
236,06/25/2021,06/25/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1990
237,06/25/2021,06/25/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1768
238,06/25/2021,06/25/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2758
239,06/25/2021,06/25/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2265
240,06/26/2021,06/26/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,298
241,06/26/2021,06/26/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,102
242,06/26/2021,06/26/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,2029
243,06/26/2021,06/26/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,2099
244,06/26/2021,06/26/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,3254
245,06/26/2021,06/26/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2398
246,06/27/2021,06/27/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,167
247,06/27/2021,06/27/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,47
248,06/27/2021,06/27/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1041
249,06/27/2021,06/27/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1192
250,06/27/2021,06/27/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2023
251,06/27/2021,06/27/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1679
252,06/28/2021,06/28/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,266
253,06/28/2021,06/28/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,67
254,06/28/2021,06/28/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1515
255,06/28/2021,06/28/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1619
256,06/28/2021,06/28/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2554
257,06/28/2021,06/28/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2020
258,06/29/2021,06/29/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,255
259,06/29/2021,06/29/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,73
260,06/29/2021,06/29/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1328
261,06/29/2021,06/29/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1569
262,06/29/2021,06/29/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2880
263,06/29/2021,06/29/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2022
264,06/30/2021,06/30/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,274
265,06/30/2021,06/30/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,87
266,06/30/2021,06/30/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1276
267,06/30/2021,06/30/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1526
268,06/30/2021,06/30/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2666
269,06/30/2021,06/30/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2017
270,07/01/2021,07/01/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,277
271,07/01/2021,07/01/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,83
272,07/01/2021,07/01/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1544
273,07/01/2021,07/01/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1850
274,07/01/2021,07/01/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2874
275,07/01/2021,07/01/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2092
276,07/02/2021,07/02/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,281
277,07/02/2021,07/02/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,94
278,07/02/2021,07/02/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1618
279,07/02/2021,07/02/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1953
280,07/02/2021,07/02/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,3189
